cpu,	xruns,	
66.904052734375,	0.0,	
66.85888671875,	0.0,	
66.90950012207,	0.0,	
66.94864654541,	0.0,	
67.220794677734,	0.0,	
67.00212097168,	0.0,	
66.922714233398,	0.0,	
66.926856994629,	0.0,	
66.932060241699,	0.0,	
67.115570068359,	0.0,	
67.452651977539,	0.0,	
67.15251159668,	0.0,	
67.532287597656,	0.0,	
66.993675231934,	0.0,	
66.931030273438,	0.0,	
66.876312255859,	0.0,	
66.897613525391,	0.0,	
66.85807800293,	0.0,	
66.895332336426,	0.0,	
66.876541137695,	0.0,	
67.91039276123,	0.0,	
86.191772460938,	1.0,	
77.967330932617,	0.0,	
68.457466125488,	0.0,	
67.231231689453,	0.0,	
71.457168579102,	0.0,	
86.665641784668,	1.0,	
73.989624023438,	0.0,	
68.396301269531,	0.0,	
67.176696777344,	0.0,	
66.958602905273,	0.0,	
66.936027526855,	0.0,	
66.933204650879,	0.0,	
66.956298828125,	0.0,	
66.860717773438,	0.0,	
66.951919555664,	0.0,	
67.671318054199,	0.0,	
67.086624145508,	0.0,	
67.003601074219,	0.0,	
67.007293701172,	0.0,	
66.956176757812,	0.0,	
66.959167480469,	0.0,	
72.923530578613,	0.0,	
78.446838378906,	7.0,	
68.995651245117,	1.0,	
67.17658996582,	0.0,	
66.958587646484,	0.0,	
66.893829345703,	0.0,	
66.848220825195,	0.0,	
66.88941192627,	0.0,	
67.358734130859,	0.0,	
67.112640380859,	0.0,	
67.386642456055,	0.0,	
67.092681884766,	0.0,	
67.279541015625,	0.0,	
66.999588012695,	0.0,	
67.006790161133,	0.0,	
66.899856567383,	0.0,	
66.919311523438,	0.0,	
67.001449584961,	0.0,	
67.644683837891,	0.0,	
67.026473999023,	0.0,	
67.033599853516,	0.0,	
67.175155639648,	0.0,	
67.061561584473,	0.0,	
66.986404418945,	0.0,	
67.094230651855,	0.0,	
67.004554748535,	0.0,	
67.330932617188,	0.0,	
67.292022705078,	0.0,	
85.558937072754,	5.0,	
71.075592041016,	1.0,	
67.849189758301,	0.0,	
67.356811523438,	0.0,	
69.348892211914,	0.0,	
72.542388916016,	1.0,	
75.88606262207,	0.0,	
69.561721801758,	0.0,	
69.507293701172,	0.0,	
67.268684387207,	0.0,	
66.956039428711,	0.0,	
66.940399169922,	0.0,	
66.811851501465,	0.0,	
66.842666625977,	0.0,	
67.535751342773,	0.0,	
67.118370056152,	0.0,	
68.095344543457,	0.0,	
67.289108276367,	0.0,	
72.139572143555,	0.0,	
77.312644958496,	2.0,	
68.206832885742,	1.0,	
67.523414611816,	0.0,	
68.263191223145,	0.0,	
67.361663818359,	0.0,	
67.005165100098,	0.0,	
67.059066772461,	0.0,	
67.028297424316,	0.0,	
66.916610717773,	0.0,	
66.841697692871,	0.0,	
67.010498046875,	0.0,	
67.641128540039,	0.0,	
67.050941467285,	0.0,	
66.844421386719,	0.0,	
66.827987670898,	0.0,	
66.844680786133,	0.0,	
66.917098999023,	0.0,	
66.874572753906,	0.0,	
66.859878540039,	0.0,	
67.012771606445,	0.0,	
67.031890869141,	0.0,	
66.874862670898,	0.0,	
66.813034057617,	0.0,	
66.833435058594,	0.0,	
66.892250061035,	0.0,	
66.848022460938,	0.0,	
66.819053649902,	0.0,	
68.386138916016,	0.0,	
67.227813720703,	0.0,	
67.38697052002,	0.0,	
67.078659057617,	0.0,	
67.462097167969,	0.0,	
72.405006408691,	2.0,	
67.110458374023,	1.0,	
66.997207641602,	0.0,	
66.926788330078,	0.0,	
72.113037109375,	0.0,	
72.826957702637,	1.0,	
70.614059448242,	0.0,	
67.486740112305,	0.0,	
67.002044677734,	0.0,	
67.058670043945,	0.0,	
66.854766845703,	0.0,	
67.190307617188,	0.0,	
67.463371276855,	0.0,	
67.364837646484,	0.0,	
67.038383483887,	0.0,	
67.171058654785,	0.0,	
67.351745605469,	0.0,	
67.243041992188,	0.0,	
67.032531738281,	0.0,	
68.877006530762,	0.0,	
85.142822265625,	2.0,	
70.939178466797,	1.0,	
67.452362060547,	0.0,	
67.161849975586,	0.0,	
66.998947143555,	0.0,	
67.002021789551,	0.0,	
67.030540466309,	0.0,	
66.991905212402,	0.0,	
67.31999206543,	0.0,	
67.089042663574,	0.0,	
67.055480957031,	0.0,	
67.041915893555,	0.0,	
67.026153564453,	0.0,	
66.972602844238,	0.0,	
67.026870727539,	0.0,	
66.986755371094,	0.0,	
67.413101196289,	0.0,	
67.147567749023,	0.0,	
66.997161865234,	0.0,	
67.001800537109,	0.0,	
67.00707244873,	0.0,	
66.909271240234,	0.0,	
67.258071899414,	0.0,	
67.212585449219,	0.0,	
67.356414794922,	0.0,	
69.96305847168,	0.0,	
71.606414794922,	4.0,	
74.676605224609,	0.0,	
68.890090942383,	0.0,	
67.346260070801,	0.0,	
71.424652099609,	0.0,	
72.515853881836,	3.0,	
70.758033752441,	6.0,	
76.117828369141,	1.0,	
68.343505859375,	0.0,	
67.418594360352,	0.0,	
66.923202514648,	0.0,	
66.898788452148,	0.0,	
66.998886108398,	0.0,	
67.039527893066,	0.0,	
67.072738647461,	0.0,	
66.927597045898,	0.0,	
66.852447509766,	0.0,	
66.871185302734,	0.0,	
66.887588500977,	0.0,	
66.894332885742,	0.0,	
66.838912963867,	0.0,	
66.817916870117,	0.0,	
67.176322937012,	0.0,	
66.888221740723,	0.0,	
66.791259765625,	0.0,	
66.765075683594,	0.0,	
66.733673095703,	0.0,	
66.818824768066,	0.0,	
66.768516540527,	0.0,	
66.785675048828,	0.0,	
68.140533447266,	0.0,	
66.94310760498,	0.0,	
66.802810668945,	0.0,	
66.813400268555,	0.0,	
66.833480834961,	0.0,	
66.784423828125,	0.0,	
66.801727294922,	0.0,	
66.780448913574,	0.0,	
67.326370239258,	0.0,	
66.878845214844,	0.0,	
66.865112304688,	0.0,	
66.877456665039,	0.0,	
67.854248046875,	0.0,	
80.213775634766,	1.0,	
81.969711303711,	1.0,	
70.945770263672,	0.0,	
68.70231628418,	0.0,	
70.257888793945,	0.0,	
72.473159790039,	1.0,	
70.883972167969,	1.0,	
67.829925537109,	1.0,	
67.209045410156,	0.0,	
67.150192260742,	0.0,	
67.142837524414,	0.0,	
67.84521484375,	0.0,	
67.220336914062,	0.0,	
66.945297241211,	0.0,	
66.896850585938,	0.0,	
66.956443786621,	0.0,	
66.8701171875,	0.0,	
66.929656982422,	0.0,	
66.829261779785,	0.0,	
67.588790893555,	0.0,	
66.949157714844,	0.0,	
66.887962341309,	0.0,	
66.903747558594,	0.0,	
66.854156494141,	0.0,	
66.904220581055,	0.0,	
67.037078857422,	0.0,	
67.020858764648,	0.0,	
68.411361694336,	0.0,	
67.234848022461,	0.0,	
67.111221313477,	0.0,	
67.053573608398,	0.0,	
66.994789123535,	0.0,	
67.081214904785,	0.0,	
67.026382446289,	0.0,	
67.014831542969,	0.0,	
67.025650024414,	0.0,	
67.099136352539,	0.0,	
67.014549255371,	0.0,	
67.003974914551,	0.0,	
67.068298339844,	0.0,	
67.048202514648,	0.0,	
67.059753417969,	0.0,	
67.004936218262,	0.0,	
68.324981689453,	0.0,	
67.224044799805,	0.0,	
67.756904602051,	0.0,	
73.585891723633,	1.0,	
77.540321350098,	2.0,	
71.784622192383,	0.0,	
67.895614624023,	0.0,	
69.786651611328,	0.0,	
71.51643371582,	0.0,	
87.076278686523,	3.0,	
73.286071777344,	1.0,	
67.703521728516,	0.0,	
67.230758666992,	0.0,	
66.923156738281,	0.0,	
66.903465270996,	0.0,	
66.825988769531,	0.0,	
67.17733001709,	0.0,	
67.024322509766,	0.0,	
67.127105712891,	0.0,	
67.125885009766,	0.0,	
67.097602844238,	0.0,	
66.878387451172,	0.0,	
66.897872924805,	0.0,	
66.829978942871,	0.0,	
66.857528686523,	0.0,	
67.251602172852,	0.0,	
66.897636413574,	0.0,	
66.825256347656,	0.0,	
66.93342590332,	0.0,	
66.862548828125,	0.0,	
66.891204833984,	0.0,	
66.861968994141,	0.0,	
66.891128540039,	0.0,	
67.091697692871,	0.0,	
66.821380615234,	0.0,	
66.829788208008,	0.0,	
66.873039245605,	0.0,	
66.812805175781,	0.0,	
66.814651489258,	0.0,	
66.918037414551,	0.0,	
66.860794067383,	0.0,	
67.13948059082,	0.0,	
66.986770629883,	0.0,	
66.887969970703,	0.0,	
67.499221801758,	0.0,	
67.055183410645,	0.0,	
67.35132598877,	0.0,	
67.280502319336,	0.0,	
67.717079162598,	0.0,	
80.384178161621,	1.0,	
75.923873901367,	1.0,	
69.538307189941,	0.0,	
67.624206542969,	0.0,	
71.539108276367,	0.0,	
71.995651245117,	1.0,	
74.537719726562,	3.0,	
67.180938720703,	1.0,	
67.470199584961,	0.0,	
67.0703125,	0.0,	
67.02970123291,	0.0,	
66.940231323242,	0.0,	
66.966552734375,	0.0,	
66.965156555176,	0.0,	
67.002487182617,	0.0,	
66.969650268555,	0.0,	
67.3125,	0.0,	
66.980270385742,	0.0,	
66.929359436035,	0.0,	
66.880798339844,	0.0,	
66.832527160645,	0.0,	
66.901519775391,	0.0,	
66.849182128906,	0.0,	
66.787307739258,	0.0,	
67.294403076172,	0.0,	
66.912368774414,	0.0,	
66.897430419922,	0.0,	
66.872116088867,	0.0,	
66.906463623047,	0.0,	
66.938888549805,	0.0,	
66.863235473633,	0.0,	
66.910034179688,	0.0,	
67.417587280273,	0.0,	
66.941833496094,	0.0,	
66.891738891602,	0.0,	
66.91828918457,	0.0,	
66.870040893555,	0.0,	
66.882766723633,	0.0,	
67.128158569336,	0.0,	
67.091491699219,	0.0,	
67.627807617188,	0.0,	
67.11344909668,	0.0,	
67.00227355957,	0.0,	
70.068832397461,	0.0,	
70.447463989258,	1.0,	
66.593818664551,	1.0,	
67.401489257812,	0.0,	
67.071090698242,	0.0,	
72.445220947266,	1.0,	
73.67024230957,	0.0,	
68.529861450195,	0.0,	
67.160568237305,	0.0,	
66.876876831055,	0.0,	
66.841415405273,	0.0,	
66.827606201172,	0.0,	
66.763168334961,	0.0,	
68.285385131836,	0.0,	
67.223785400391,	0.0,	
67.044189453125,	0.0,	
67.045188903809,	0.0,	
67.157836914062,	0.0,	
66.88591003418,	0.0,	
66.889434814453,	0.0,	
70.050033569336,	2.0,	
70.149719238281,	0.0,	
71.395309448242,	0.0,	
67.490615844727,	0.0,	
66.899383544922,	0.0,	
66.909866333008,	0.0,	
66.845542907715,	0.0,	
66.865631103516,	0.0,	
66.838310241699,	0.0,	
67.521141052246,	0.0,	
66.879753112793,	0.0,	
66.851150512695,	0.0,	
66.800689697266,	0.0,	
66.794387817383,	0.0,	
66.892059326172,	0.0,	
66.815185546875,	0.0,	
66.843078613281,	0.0,	
67.751487731934,	0.0,	
67.461807250977,	0.0,	
66.956726074219,	0.0,	
66.945175170898,	0.0,	
66.957794189453,	0.0,	
66.96875,	0.0,	
66.79663848877,	0.0,	
66.868896484375,	0.0,	
68.011291503906,	0.0,	
