cpu,	xruns,	
74.886291503906,	0.0,	
74.931869506836,	0.0,	
74.834411621094,	0.0,	
75.670883178711,	0.0,	
74.851776123047,	0.0,	
74.857223510742,	0.0,	
75.073577880859,	0.0,	
75.147521972656,	0.0,	
75.147384643555,	0.0,	
75.175491333008,	0.0,	
74.813293457031,	0.0,	
74.70482635498,	0.0,	
74.918563842773,	0.0,	
74.682708740234,	0.0,	
74.770446777344,	0.0,	
74.753280639648,	0.0,	
74.676116943359,	0.0,	
74.778991699219,	0.0,	
74.716842651367,	0.0,	
75.567100524902,	0.0,	
74.801284790039,	0.0,	
75.174430847168,	0.0,	
75.056976318359,	0.0,	
74.948516845703,	0.0,	
75.00528717041,	0.0,	
75.14835357666,	0.0,	
74.964630126953,	0.0,	
75.799690246582,	0.0,	
75.195236206055,	0.0,	
74.975173950195,	0.0,	
74.93359375,	0.0,	
74.994041442871,	0.0,	
75.043792724609,	0.0,	
75.331344604492,	0.0,	
75.165664672852,	0.0,	
93.669898986816,	1.0,	
77.322021484375,	1.0,	
75.597366333008,	0.0,	
75.311447143555,	0.0,	
79.106353759766,	0.0,	
79.074340820312,	1.0,	
80.598846435547,	0.0,	
75.870994567871,	0.0,	
75.992691040039,	0.0,	
75.440414428711,	0.0,	
75.174613952637,	0.0,	
75.127326965332,	0.0,	
75.079208374023,	0.0,	
75.120086669922,	0.0,	
75.237731933594,	0.0,	
75.111770629883,	0.0,	
75.208549499512,	0.0,	
75.276908874512,	0.0,	
75.215133666992,	0.0,	
77.983100891113,	0.0,	
69.97388458252,	3.0,	
74.542869567871,	1.0,	
75.015533447266,	0.0,	
75.088684082031,	0.0,	
75.805816650391,	0.0,	
75.271781921387,	0.0,	
75.059761047363,	0.0,	
75.103591918945,	0.0,	
75.212219238281,	0.0,	
75.413345336914,	0.0,	
75.039947509766,	0.0,	
75.049545288086,	0.0,	
75.11637878418,	0.0,	
75.143478393555,	0.0,	
74.884307861328,	0.0,	
74.828460693359,	0.0,	
74.830871582031,	0.0,	
74.798355102539,	0.0,	
74.85523223877,	0.0,	
74.848274230957,	0.0,	
74.852096557617,	0.0,	
80.200271606445,	0.0,	
75.516418457031,	0.0,	
74.996566772461,	0.0,	
74.964401245117,	0.0,	
75.072914123535,	0.0,	
75.133361816406,	0.0,	
74.943992614746,	0.0,	
74.906257629395,	0.0,	
75.065643310547,	0.0,	
74.860511779785,	0.0,	
80.470657348633,	0.0,	
79.066711425781,	3.0,	
75.06526184082,	0.0,	
74.916725158691,	0.0,	
74.935668945312,	0.0,	
80.972358703613,	0.0,	
82.03978729248,	1.0,	
80.59912109375,	0.0,	
75.847587585449,	0.0,	
75.173934936523,	0.0,	
75.033462524414,	0.0,	
74.893997192383,	0.0,	
75.003158569336,	0.0,	
75.087135314941,	0.0,	
75.322692871094,	0.0,	
75.080184936523,	0.0,	
74.988922119141,	0.0,	
74.982208251953,	0.0,	
75.558074951172,	0.0,	
75.644119262695,	0.0,	
75.307914733887,	0.0,	
79.049652099609,	0.0,	
73.729034423828,	4.0,	
81.201309204102,	1.0,	
78.618843078613,	0.0,	
75.454696655273,	0.0,	
75.167022705078,	0.0,	
75.126373291016,	0.0,	
75.233825683594,	0.0,	
75.294143676758,	0.0,	
81.139083862305,	0.0,	
75.671264648438,	0.0,	
75.058120727539,	0.0,	
74.995544433594,	0.0,	
75.14714050293,	0.0,	
75.123886108398,	0.0,	
74.994384765625,	0.0,	
75.07666015625,	0.0,	
75.849060058594,	0.0,	
75.108474731445,	0.0,	
75.104988098145,	0.0,	
75.010780334473,	0.0,	
74.966186523438,	0.0,	
75.091888427734,	0.0,	
74.976318359375,	0.0,	
74.985313415527,	0.0,	
76.308654785156,	0.0,	
75.255012512207,	0.0,	
75.74690246582,	0.0,	
87.698860168457,	4.0,	
78.291687011719,	4.0,	
74.794906616211,	1.0,	
75.042350769043,	0.0,	
76.498634338379,	0.0,	
81.905975341797,	1.0,	
84.63809967041,	0.0,	
78.490493774414,	0.0,	
75.982543945312,	0.0,	
75.594024658203,	0.0,	
75.395431518555,	0.0,	
75.333099365234,	0.0,	
75.287796020508,	0.0,	
75.877593994141,	0.0,	
75.130798339844,	0.0,	
75.257820129395,	0.0,	
75.428421020508,	0.0,	
75.084030151367,	0.0,	
74.858123779297,	0.0,	
74.904899597168,	0.0,	
74.934196472168,	0.0,	
87.338203430176,	0.0,	
76.539932250977,	0.0,	
80.389892578125,	0.0,	
84.987785339355,	4.0,	
75.871032714844,	1.0,	
75.355033874512,	0.0,	
75.374931335449,	0.0,	
75.199249267578,	0.0,	
75.918098449707,	0.0,	
75.018646240234,	0.0,	
74.882766723633,	0.0,	
74.734512329102,	0.0,	
74.790992736816,	0.0,	
74.849624633789,	0.0,	
74.791313171387,	0.0,	
74.812149047852,	0.0,	
74.788932800293,	0.0,	
75.125999450684,	0.0,	
74.905563354492,	0.0,	
74.910827636719,	0.0,	
74.991195678711,	0.0,	
74.865280151367,	0.0,	
74.82608795166,	0.0,	
74.905586242676,	0.0,	
75.731353759766,	0.0,	
74.967163085938,	0.0,	
74.871643066406,	0.0,	
91.382583618164,	0.0,	
86.404067993164,	5.0,	
76.052757263184,	1.0,	
75.283981323242,	0.0,	
75.548904418945,	0.0,	
80.505752563477,	0.0,	
79.91975402832,	1.0,	
80.512283325195,	0.0,	
75.780464172363,	0.0,	
75.423416137695,	0.0,	
75.608535766602,	0.0,	
75.486328125,	0.0,	
75.081886291504,	0.0,	
86.856170654297,	0.0,	
76.69066619873,	0.0,	
75.213676452637,	0.0,	
75.071258544922,	0.0,	
75.044067382812,	0.0,	
75.096939086914,	0.0,	
75.117614746094,	0.0,	
76.714347839355,	0.0,	
81.641082763672,	3.0,	
82.279403686523,	0.0,	
81.538681030273,	1.0,	
75.965026855469,	0.0,	
75.179237365723,	0.0,	
75.038818359375,	0.0,	
75.025955200195,	0.0,	
75.029037475586,	0.0,	
75.020034790039,	0.0,	
75.122062683105,	0.0,	
74.947265625,	0.0,	
75.042640686035,	0.0,	
74.918586730957,	0.0,	
74.893707275391,	0.0,	
74.974990844727,	0.0,	
74.957015991211,	0.0,	
74.993942260742,	0.0,	
75.428253173828,	0.0,	
75.065254211426,	0.0,	
75.005813598633,	0.0,	
75.237503051758,	0.0,	
75.313354492188,	0.0,	
74.905532836914,	0.0,	
74.957717895508,	0.0,	
75.175231933594,	0.0,	
75.319633483887,	0.0,	
75.351753234863,	0.0,	
75.266677856445,	0.0,	
75.565505981445,	0.0,	
75.044906616211,	0.0,	
77.197570800781,	0.0,	
85.390502929688,	2.0,	
75.818222045898,	1.0,	
81.388916015625,	0.0,	
75.664985656738,	0.0,	
80.294586181641,	0.0,	
80.554458618164,	1.0,	
78.922454833984,	0.0,	
75.562980651855,	0.0,	
75.222763061523,	0.0,	
75.020812988281,	0.0,	
75.234687805176,	0.0,	
75.064498901367,	0.0,	
74.996337890625,	0.0,	
74.93155670166,	0.0,	
74.876571655273,	0.0,	
74.841567993164,	0.0,	
74.846565246582,	0.0,	
74.992546081543,	0.0,	
75.274772644043,	0.0,	
74.853828430176,	0.0,	
74.862167358398,	0.0,	
74.835083007812,	0.0,	
77.719917297363,	0.0,	
89.816268920898,	3.0,	
78.65013885498,	1.0,	
74.924102783203,	0.0,	
75.499237060547,	0.0,	
75.313247680664,	0.0,	
75.336883544922,	0.0,	
74.889724731445,	0.0,	
74.683792114258,	0.0,	
74.634613037109,	0.0,	
74.670669555664,	0.0,	
74.787704467773,	0.0,	
75.411102294922,	0.0,	
75.625747680664,	0.0,	
75.563491821289,	0.0,	
75.330657958984,	0.0,	
75.357818603516,	0.0,	
75.328392028809,	0.0,	
75.169990539551,	0.0,	
75.323669433594,	0.0,	
80.68327331543,	0.0,	
75.679931640625,	0.0,	
75.087341308594,	0.0,	
75.032012939453,	0.0,	
74.96883392334,	0.0,	
75.481384277344,	0.0,	
80.956176757812,	2.0,	
75.915664672852,	1.0,	
76.002548217773,	0.0,	
75.151107788086,	0.0,	
76.591934204102,	0.0,	
79.299240112305,	1.0,	
83.543312072754,	0.0,	
76.60945892334,	0.0,	
75.49422454834,	0.0,	
75.078186035156,	0.0,	
75.396591186523,	0.0,	
75.131622314453,	0.0,	
75.037551879883,	0.0,	
75.218032836914,	0.0,	
75.071792602539,	0.0,	
75.039443969727,	0.0,	
75.077606201172,	0.0,	
75.110504150391,	0.0,	
75.391250610352,	0.0,	
75.468215942383,	0.0,	
75.384391784668,	0.0,	
75.33171081543,	0.0,	
81.706405639648,	2.0,	
83.126838684082,	3.0,	
75.638412475586,	1.0,	
75.166549682617,	0.0,	
75.85774230957,	0.0,	
75.193954467773,	0.0,	
75.321975708008,	0.0,	
75.49739074707,	0.0,	
75.191116333008,	0.0,	
75.059059143066,	0.0,	
74.948776245117,	0.0,	
74.977188110352,	0.0,	
80.11483001709,	0.0,	
76.358413696289,	0.0,	
75.317497253418,	0.0,	
74.901382446289,	0.0,	
74.87279510498,	0.0,	
74.859848022461,	0.0,	
74.825408935547,	0.0,	
74.807037353516,	0.0,	
75.592445373535,	0.0,	
74.973251342773,	0.0,	
74.966186523438,	0.0,	
74.876205444336,	0.0,	
74.794631958008,	0.0,	
74.831329345703,	0.0,	
88.372108459473,	0.0,	
83.036392211914,	4.0,	
81.750518798828,	0.0,	
76.739204406738,	0.0,	
75.252563476562,	0.0,	
79.155258178711,	0.0,	
87.946731567383,	4.0,	
79.344802856445,	1.0,	
75.184417724609,	0.0,	
74.955062866211,	0.0,	
75.746917724609,	0.0,	
74.889404296875,	0.0,	
74.763458251953,	0.0,	
74.714904785156,	0.0,	
74.718215942383,	0.0,	
74.798332214355,	0.0,	
74.91618347168,	0.0,	
74.851211547852,	0.0,	
75.748001098633,	0.0,	
74.894233703613,	0.0,	
74.875091552734,	0.0,	
74.897644042969,	0.0,	
75.172409057617,	0.0,	
75.248947143555,	0.0,	
74.995956420898,	0.0,	
74.969017028809,	0.0,	
87.104621887207,	0.0,	
76.712341308594,	0.0,	
75.094482421875,	0.0,	
74.976654052734,	0.0,	
75.332321166992,	0.0,	
