cpu,	xruns,	
25.185495376587,	0.0,	
24.828605651855,	0.0,	
24.835571289062,	0.0,	
24.99585723877,	0.0,	
24.964315414429,	0.0,	
24.913484573364,	0.0,	
24.902442932129,	0.0,	
24.868240356445,	0.0,	
25.042137145996,	0.0,	
24.937278747559,	0.0,	
24.985126495361,	0.0,	
25.023929595947,	0.0,	
24.991914749146,	0.0,	
24.92162322998,	0.0,	
24.964414596558,	0.0,	
24.969762802124,	0.0,	
25.073581695557,	0.0,	
24.964653015137,	0.0,	
24.908838272095,	0.0,	
24.939371109009,	0.0,	
24.929122924805,	0.0,	
24.913774490356,	0.0,	
24.907167434692,	0.0,	
24.915718078613,	0.0,	
25.052761077881,	0.0,	
24.947984695435,	0.0,	
24.925510406494,	0.0,	
24.894569396973,	0.0,	
24.950197219849,	0.0,	
24.921096801758,	0.0,	
24.894016265869,	0.0,	
24.937519073486,	0.0,	
25.050796508789,	0.0,	
24.933671951294,	0.0,	
25.097206115723,	0.0,	
25.103582382202,	0.0,	
25.043422698975,	0.0,	
25.176567077637,	0.0,	
25.047859191895,	0.0,	
25.106792449951,	0.0,	
25.35327911377,	0.0,	
25.107460021973,	0.0,	
25.029844284058,	0.0,	
24.893543243408,	0.0,	
24.874923706055,	0.0,	
24.888244628906,	0.0,	
24.866466522217,	0.0,	
24.901252746582,	0.0,	
25.065017700195,	0.0,	
24.926073074341,	0.0,	
24.904016494751,	0.0,	
24.948146820068,	0.0,	
24.916152954102,	0.0,	
24.935596466064,	0.0,	
24.900518417358,	0.0,	
24.91019821167,	0.0,	
25.080202102661,	0.0,	
24.93265914917,	0.0,	
24.890773773193,	0.0,	
24.918357849121,	0.0,	
24.9280128479,	0.0,	
24.923013687134,	0.0,	
24.93176651001,	0.0,	
24.90941619873,	0.0,	
25.08948135376,	0.0,	
24.896308898926,	0.0,	
24.951873779297,	0.0,	
24.958820343018,	0.0,	
24.89404296875,	0.0,	
24.890634536743,	0.0,	
24.894897460938,	0.0,	
24.886054992676,	0.0,	
24.992790222168,	0.0,	
24.921733856201,	0.0,	
24.889408111572,	0.0,	
25.058853149414,	0.0,	
25.075668334961,	0.0,	
24.941471099854,	0.0,	
24.948139190674,	0.0,	
25.028684616089,	0.0,	
25.315382003784,	0.0,	
24.943302154541,	0.0,	
24.859283447266,	0.0,	
24.806583404541,	0.0,	
24.823440551758,	0.0,	
24.802103042603,	0.0,	
24.799436569214,	0.0,	
24.864742279053,	0.0,	
25.055767059326,	0.0,	
25.009315490723,	0.0,	
25.059776306152,	0.0,	
24.916040420532,	0.0,	
24.899299621582,	0.0,	
24.90535736084,	0.0,	
24.896739959717,	0.0,	
24.881595611572,	0.0,	
25.114139556885,	0.0,	
24.894702911377,	0.0,	
24.881340026855,	0.0,	
24.851539611816,	0.0,	
24.866569519043,	0.0,	
24.873134613037,	0.0,	
24.873954772949,	0.0,	
24.850616455078,	0.0,	
24.988357543945,	0.0,	
24.883670806885,	0.0,	
24.90340423584,	0.0,	
24.840229034424,	0.0,	
24.861595153809,	0.0,	
24.88657951355,	0.0,	
24.84281539917,	0.0,	
24.851409912109,	0.0,	
25.124431610107,	0.0,	
24.905368804932,	0.0,	
24.957695007324,	0.0,	
24.828262329102,	0.0,	
24.999631881714,	0.0,	
24.988231658936,	0.0,	
25.024314880371,	0.0,	
24.953805923462,	0.0,	
25.310712814331,	0.0,	
25.03649520874,	0.0,	
24.992839813232,	0.0,	
24.95924949646,	0.0,	
24.919479370117,	0.0,	
24.982900619507,	0.0,	
25.018962860107,	0.0,	
24.943759918213,	0.0,	
25.196928024292,	0.0,	
24.980072021484,	0.0,	
24.934209823608,	0.0,	
24.919099807739,	0.0,	
24.921899795532,	0.0,	
24.931625366211,	0.0,	
25.007863998413,	0.0,	
24.909551620483,	0.0,	
25.01448059082,	0.0,	
24.933822631836,	0.0,	
24.965938568115,	0.0,	
24.902397155762,	0.0,	
24.882301330566,	0.0,	
24.889167785645,	0.0,	
24.88533782959,	0.0,	
24.927057266235,	0.0,	
25.194839477539,	0.0,	
24.942300796509,	0.0,	
24.877914428711,	0.0,	
24.818290710449,	0.0,	
24.857723236084,	0.0,	
24.825141906738,	0.0,	
24.835136413574,	0.0,	
24.841075897217,	0.0,	
24.996543884277,	0.0,	
25.081623077393,	0.0,	
25.073501586914,	0.0,	
25.023063659668,	0.0,	
25.01460647583,	0.0,	
25.032302856445,	0.0,	
25.236129760742,	0.0,	
25.167835235596,	0.0,	
25.689113616943,	0.0,	
25.074417114258,	0.0,	
25.274213790894,	0.0,	
25.242923736572,	0.0,	
25.121795654297,	0.0,	
25.050388336182,	0.0,	
24.975820541382,	0.0,	
24.947744369507,	0.0,	
25.192737579346,	0.0,	
24.927972793579,	0.0,	
24.899564743042,	0.0,	
24.91393661499,	0.0,	
24.888433456421,	0.0,	
24.885246276855,	0.0,	
24.908290863037,	0.0,	
24.915859222412,	0.0,	
25.226259231567,	0.0,	
24.955606460571,	0.0,	
24.842067718506,	0.0,	
24.83256149292,	0.0,	
24.793867111206,	0.0,	
24.789030075073,	0.0,	
24.811868667603,	0.0,	
24.800657272339,	0.0,	
25.118085861206,	0.0,	
24.867065429688,	0.0,	
24.915395736694,	0.0,	
24.940191268921,	0.0,	
24.886585235596,	0.0,	
24.880325317383,	0.0,	
24.912364959717,	0.0,	
24.90699005127,	0.0,	
25.201707839966,	0.0,	
24.975980758667,	0.0,	
25.008720397949,	0.0,	
25.040946960449,	0.0,	
25.035594940186,	0.0,	
25.034927368164,	0.0,	
24.969198226929,	0.0,	
25.181354522705,	0.0,	
25.892419815063,	0.0,	
25.11389541626,	0.0,	
24.950937271118,	0.0,	
24.893058776855,	0.0,	
24.968574523926,	0.0,	
24.97966003418,	0.0,	
24.887271881104,	0.0,	
24.913230895996,	0.0,	
25.146224975586,	0.0,	
24.879961013794,	0.0,	
25.07173538208,	0.0,	
25.062889099121,	0.0,	
25.057094573975,	0.0,	
25.093879699707,	0.0,	
25.023456573486,	0.0,	
25.009965896606,	0.0,	
25.195823669434,	0.0,	
24.965866088867,	0.0,	
24.974632263184,	0.0,	
24.96635055542,	0.0,	
24.968143463135,	0.0,	
24.993673324585,	0.0,	
24.93590927124,	0.0,	
26.279029846191,	0.0,	
25.335702896118,	0.0,	
24.978664398193,	0.0,	
25.041877746582,	0.0,	
25.00288772583,	0.0,	
24.993328094482,	0.0,	
25.057773590088,	0.0,	
25.028322219849,	0.0,	
24.991817474365,	0.0,	
25.329528808594,	0.0,	
25.076358795166,	0.0,	
25.096286773682,	0.0,	
24.976867675781,	0.0,	
24.923885345459,	0.0,	
24.88498878479,	0.0,	
24.950456619263,	0.0,	
24.902376174927,	0.0,	
25.552780151367,	0.0,	
25.385583877563,	0.0,	
25.327175140381,	0.0,	
25.240165710449,	0.0,	
25.098009109497,	0.0,	
25.061485290527,	0.0,	
25.136627197266,	0.0,	
25.122573852539,	0.0,	
25.209899902344,	0.0,	
24.986381530762,	0.0,	
24.934997558594,	0.0,	
24.84886932373,	0.0,	
24.854375839233,	0.0,	
24.820035934448,	0.0,	
24.834499359131,	0.0,	
24.920701980591,	0.0,	
25.194044113159,	0.0,	
25.087554931641,	0.0,	
24.994533538818,	0.0,	
24.940706253052,	0.0,	
24.966798782349,	0.0,	
24.871597290039,	0.0,	
24.958160400391,	0.0,	
24.922094345093,	0.0,	
25.203596115112,	0.0,	
24.980903625488,	0.0,	
25.018714904785,	0.0,	
24.985927581787,	0.0,	
24.991792678833,	0.0,	
25.001317977905,	0.0,	
24.936864852905,	0.0,	
25.013206481934,	0.0,	
25.135278701782,	0.0,	
25.005187988281,	0.0,	
24.993614196777,	0.0,	
24.949968338013,	0.0,	
24.949201583862,	0.0,	
24.963172912598,	0.0,	
24.950853347778,	0.0,	
24.935245513916,	0.0,	
25.589710235596,	0.0,	
25.057300567627,	0.0,	
25.258007049561,	0.0,	
25.116079330444,	0.0,	
25.077806472778,	0.0,	
25.035514831543,	0.0,	
24.978649139404,	0.0,	
24.919965744019,	0.0,	
24.99702835083,	0.0,	
25.105123519897,	0.0,	
24.973285675049,	0.0,	
24.956806182861,	0.0,	
24.935989379883,	0.0,	
24.924011230469,	0.0,	
24.936580657959,	0.0,	
24.928771972656,	0.0,	
25.218496322632,	0.0,	
25.010898590088,	0.0,	
24.952129364014,	0.0,	
24.983345031738,	0.0,	
24.943996429443,	0.0,	
24.915634155273,	0.0,	
24.93553352356,	0.0,	
24.942707061768,	0.0,	
24.877964019775,	0.0,	
25.057418823242,	0.0,	
25.018899917603,	0.0,	
24.957817077637,	0.0,	
24.973627090454,	0.0,	
24.938091278076,	0.0,	
24.966472625732,	0.0,	
24.960641860962,	0.0,	
25.245922088623,	0.0,	
25.042461395264,	0.0,	
24.956073760986,	0.0,	
24.965572357178,	0.0,	
24.983974456787,	0.0,	
24.948762893677,	0.0,	
24.95373916626,	0.0,	
24.959049224854,	0.0,	
24.964403152466,	0.0,	
25.143241882324,	0.0,	
25.118713378906,	0.0,	
25.03125,	0.0,	
25.165668487549,	0.0,	
25.196535110474,	0.0,	
25.059734344482,	0.0,	
25.037944793701,	0.0,	
25.288410186768,	0.0,	
25.033706665039,	0.0,	
24.983112335205,	0.0,	
24.972333908081,	0.0,	
24.834781646729,	0.0,	
24.90198135376,	0.0,	
24.957271575928,	0.0,	
25.011070251465,	0.0,	
25.013107299805,	0.0,	
25.041492462158,	0.0,	
25.120059967041,	0.0,	
25.03141784668,	0.0,	
24.917182922363,	0.0,	
24.935726165771,	0.0,	
24.806760787964,	0.0,	
24.809394836426,	0.0,	
25.133243560791,	0.0,	
24.873649597168,	0.0,	
24.845890045166,	0.0,	
24.853630065918,	0.0,	
24.801189422607,	0.0,	
24.808700561523,	0.0,	
24.828392028809,	0.0,	
24.802722930908,	0.0,	
24.865154266357,	0.0,	
24.901092529297,	0.0,	
24.961847305298,	0.0,	
24.978820800781,	0.0,	
24.93874168396,	0.0,	
24.924354553223,	0.0,	
24.988201141357,	0.0,	
25.029003143311,	0.0,	
25.474838256836,	0.0,	
24.963233947754,	0.0,	
24.838333129883,	0.0,	
24.80485534668,	0.0,	
24.813846588135,	0.0,	
24.950942993164,	0.0,	
25.089984893799,	0.0,	
24.957326889038,	0.0,	
24.889167785645,	0.0,	
24.950979232788,	0.0,	
24.8508644104,	0.0,	
24.852416992188,	0.0,	
24.932319641113,	0.0,	
24.942306518555,	0.0,	
24.906044006348,	0.0,	
24.901512145996,	0.0,	
24.886878967285,	0.0,	
25.035091400146,	0.0,	
25.006729125977,	0.0,	
24.959482192993,	0.0,	
24.969146728516,	0.0,	
24.937532424927,	0.0,	
24.938270568848,	0.0,	
24.928983688354,	0.0,	
24.988779067993,	0.0,	
25.04313659668,	0.0,	
24.960847854614,	0.0,	
24.936494827271,	0.0,	
24.914695739746,	0.0,	
24.935415267944,	0.0,	
24.895807266235,	0.0,	
24.933053970337,	0.0,	
24.914264678955,	0.0,	
25.146356582642,	0.0,	
25.067527770996,	0.0,	
25.096591949463,	0.0,	
25.037864685059,	0.0,	
25.114917755127,	0.0,	
25.096420288086,	0.0,	
25.089418411255,	0.0,	
25.102609634399,	0.0,	
25.221473693848,	0.0,	
24.987829208374,	0.0,	
24.95393371582,	0.0,	
24.945007324219,	0.0,	
25.000160217285,	0.0,	
25.011741638184,	0.0,	
25.055387496948,	0.0,	
25.239013671875,	0.0,	
25.102550506592,	0.0,	
24.92138671875,	0.0,	
24.938148498535,	0.0,	
24.914901733398,	0.0,	
24.897930145264,	0.0,	
24.980205535889,	0.0,	
24.999868392944,	0.0,	
