cpu,	xruns,	
22.758373260498,	0.0,	
22.762275695801,	0.0,	
22.99250793457,	0.0,	
22.646194458008,	0.0,	
22.672052383423,	0.0,	
22.620204925537,	0.0,	
22.698120117188,	0.0,	
22.764122009277,	0.0,	
22.730175018311,	0.0,	
22.758754730225,	0.0,	
23.043643951416,	0.0,	
22.755737304688,	0.0,	
22.743194580078,	0.0,	
22.713493347168,	0.0,	
22.686338424683,	0.0,	
22.715763092041,	0.0,	
22.620979309082,	0.0,	
22.656019210815,	0.0,	
23.208969116211,	0.0,	
22.804534912109,	0.0,	
22.711637496948,	0.0,	
22.718925476074,	0.0,	
22.61199760437,	0.0,	
22.584566116333,	0.0,	
22.604579925537,	0.0,	
22.428911209106,	0.0,	
22.786735534668,	0.0,	
22.489189147949,	0.0,	
22.470752716064,	0.0,	
22.473136901855,	0.0,	
22.440608978271,	0.0,	
22.492813110352,	0.0,	
22.466516494751,	0.0,	
22.425716400146,	0.0,	
22.772270202637,	0.0,	
22.445182800293,	0.0,	
22.37798500061,	0.0,	
22.381828308105,	0.0,	
22.377620697021,	0.0,	
22.405227661133,	0.0,	
22.530588150024,	0.0,	
22.522815704346,	0.0,	
22.760963439941,	0.0,	
22.575054168701,	0.0,	
22.490863800049,	0.0,	
22.503784179688,	0.0,	
22.486640930176,	0.0,	
22.465745925903,	0.0,	
22.505332946777,	0.0,	
22.463390350342,	0.0,	
22.762912750244,	0.0,	
22.616836547852,	0.0,	
22.542972564697,	0.0,	
22.514984130859,	0.0,	
22.563060760498,	0.0,	
22.522186279297,	0.0,	
22.456119537354,	0.0,	
22.50412940979,	0.0,	
22.899286270142,	0.0,	
22.404794692993,	0.0,	
22.34298324585,	0.0,	
22.550937652588,	0.0,	
22.666019439697,	0.0,	
22.656959533691,	0.0,	
22.660516738892,	0.0,	
22.79224395752,	0.0,	
23.146291732788,	0.0,	
22.834587097168,	0.0,	
22.795248031616,	0.0,	
22.74813079834,	0.0,	
22.723487854004,	0.0,	
22.668832778931,	0.0,	
22.601047515869,	0.0,	
22.601951599121,	0.0,	
22.864627838135,	0.0,	
22.583324432373,	0.0,	
22.576293945312,	0.0,	
22.561347961426,	0.0,	
22.573545455933,	0.0,	
22.650089263916,	0.0,	
22.537754058838,	0.0,	
22.542465209961,	0.0,	
22.866571426392,	0.0,	
22.633373260498,	0.0,	
22.563795089722,	0.0,	
22.573852539062,	0.0,	
22.532911300659,	0.0,	
22.56530380249,	0.0,	
22.555286407471,	0.0,	
22.535278320312,	0.0,	
22.659372329712,	0.0,	
22.595176696777,	0.0,	
22.573085784912,	0.0,	
22.584390640259,	0.0,	
22.538917541504,	0.0,	
22.514476776123,	0.0,	
22.57706451416,	0.0,	
22.514556884766,	0.0,	
23.050628662109,	0.0,	
22.745029449463,	0.0,	
22.610572814941,	0.0,	
22.556255340576,	0.0,	
22.722946166992,	0.0,	
22.762538909912,	0.0,	
22.617450714111,	0.0,	
22.468029022217,	0.0,	
22.388397216797,	0.0,	
22.730094909668,	0.0,	
22.758743286133,	0.0,	
22.607593536377,	0.0,	
22.349578857422,	0.0,	
22.275127410889,	0.0,	
22.237689971924,	0.0,	
22.364292144775,	0.0,	
22.652061462402,	0.0,	
22.523483276367,	0.0,	
22.456279754639,	0.0,	
22.415060043335,	0.0,	
22.414596557617,	0.0,	
22.414539337158,	0.0,	
22.42391204834,	0.0,	
22.434459686279,	0.0,	
22.393577575684,	0.0,	
22.430665969849,	0.0,	
22.393104553223,	0.0,	
22.360275268555,	0.0,	
22.473392486572,	0.0,	
22.58130645752,	0.0,	
22.482267379761,	0.0,	
22.535528182983,	0.0,	
22.790685653687,	0.0,	
22.576892852783,	0.0,	
22.420757293701,	0.0,	
22.504398345947,	0.0,	
22.47265625,	0.0,	
22.534328460693,	0.0,	
22.462326049805,	0.0,	
22.467395782471,	0.0,	
22.528980255127,	0.0,	
22.644519805908,	0.0,	
22.504236221313,	0.0,	
22.528898239136,	0.0,	
22.485094070435,	0.0,	
22.512439727783,	0.0,	
22.619007110596,	0.0,	
22.805809020996,	0.0,	
22.683824539185,	0.0,	
22.752958297729,	0.0,	
22.635007858276,	0.0,	
22.770301818848,	0.0,	
22.749702453613,	0.0,	
22.74243927002,	0.0,	
22.657135009766,	0.0,	
22.632406234741,	0.0,	
22.685577392578,	0.0,	
22.725046157837,	0.0,	
22.636207580566,	0.0,	
22.662609100342,	0.0,	
22.670598983765,	0.0,	
22.610645294189,	0.0,	
22.767253875732,	0.0,	
22.707122802734,	0.0,	
22.706039428711,	0.0,	
22.835441589355,	0.0,	
22.720336914062,	0.0,	
22.752834320068,	0.0,	
22.752208709717,	0.0,	
22.76619720459,	0.0,	
22.763256072998,	0.0,	
22.772266387939,	0.0,	
22.815589904785,	0.0,	
22.877267837524,	0.0,	
22.777139663696,	0.0,	
22.774002075195,	0.0,	
22.843936920166,	0.0,	
22.805793762207,	0.0,	
22.786960601807,	0.0,	
22.81273651123,	0.0,	
22.807460784912,	0.0,	
22.880939483643,	0.0,	
22.805730819702,	0.0,	
22.772886276245,	0.0,	
22.796913146973,	0.0,	
22.771781921387,	0.0,	
22.773330688477,	0.0,	
22.918872833252,	0.0,	
22.843292236328,	0.0,	
22.833843231201,	0.0,	
22.771711349487,	0.0,	
22.651416778564,	0.0,	
22.612936019897,	0.0,	
22.636257171631,	0.0,	
22.582908630371,	0.0,	
22.515289306641,	0.0,	
22.723720550537,	0.0,	
22.636037826538,	0.0,	
22.428152084351,	0.0,	
22.481876373291,	0.0,	
22.441703796387,	0.0,	
22.52108001709,	0.0,	
22.493494033813,	0.0,	
22.565065383911,	0.0,	
22.892839431763,	0.0,	
22.5212059021,	0.0,	
22.395044326782,	0.0,	
22.458986282349,	0.0,	
22.443532943726,	0.0,	
22.479110717773,	0.0,	
22.492937088013,	0.0,	
22.494665145874,	0.0,	
22.474756240845,	0.0,	
22.633052825928,	0.0,	
22.498111724854,	0.0,	
22.429668426514,	0.0,	
22.411733627319,	0.0,	
22.456378936768,	0.0,	
22.536981582642,	0.0,	
22.495483398438,	0.0,	
22.476230621338,	0.0,	
22.581657409668,	0.0,	
22.505756378174,	0.0,	
22.486890792847,	0.0,	
22.601749420166,	0.0,	
22.470754623413,	0.0,	
22.538778305054,	0.0,	
22.513916015625,	0.0,	
22.511352539062,	0.0,	
22.797040939331,	0.0,	
22.654582977295,	0.0,	
22.510183334351,	0.0,	
22.54839515686,	0.0,	
22.581304550171,	0.0,	
22.53853225708,	0.0,	
22.622268676758,	0.0,	
22.646800994873,	0.0,	
22.720199584961,	0.0,	
22.588714599609,	0.0,	
22.558212280273,	0.0,	
22.610664367676,	0.0,	
22.570333480835,	0.0,	
22.565292358398,	0.0,	
22.567432403564,	0.0,	
22.602437973022,	0.0,	
22.822492599487,	0.0,	
22.6858959198,	0.0,	
22.603179931641,	0.0,	
22.625661849976,	0.0,	
22.614406585693,	0.0,	
22.631753921509,	0.0,	
22.591724395752,	0.0,	
22.624229431152,	0.0,	
22.693933486938,	0.0,	
22.637004852295,	0.0,	
22.573627471924,	0.0,	
22.589147567749,	0.0,	
22.661417007446,	0.0,	
22.591461181641,	0.0,	
22.581998825073,	0.0,	
22.64176940918,	0.0,	
22.916494369507,	0.0,	
22.617938995361,	0.0,	
22.622817993164,	0.0,	
22.567165374756,	0.0,	
22.550830841064,	0.0,	
22.548788070679,	0.0,	
22.632926940918,	0.0,	
22.906009674072,	0.0,	
23.680955886841,	0.0,	
22.891666412354,	0.0,	
22.81644821167,	0.0,	
22.717960357666,	0.0,	
22.532169342041,	0.0,	
22.540395736694,	0.0,	
22.500595092773,	0.0,	
22.458110809326,	0.0,	
22.682546615601,	0.0,	
22.621517181396,	0.0,	
22.501358032227,	0.0,	
22.542604446411,	0.0,	
22.514940261841,	0.0,	
22.577121734619,	0.0,	
22.570827484131,	0.0,	
22.565353393555,	0.0,	
22.663131713867,	0.0,	
22.511249542236,	0.0,	
22.487577438354,	0.0,	
22.508060455322,	0.0,	
22.524686813354,	0.0,	
22.519771575928,	0.0,	
22.516773223877,	0.0,	
22.507022857666,	0.0,	
22.651151657104,	0.0,	
22.570705413818,	0.0,	
22.532516479492,	0.0,	
22.612140655518,	0.0,	
22.509565353394,	0.0,	
22.548318862915,	0.0,	
22.562540054321,	0.0,	
22.536186218262,	0.0,	
22.83765411377,	0.0,	
22.561199188232,	0.0,	
22.512575149536,	0.0,	
22.483055114746,	0.0,	
22.481227874756,	0.0,	
22.479135513306,	0.0,	
22.436672210693,	0.0,	
22.459499359131,	0.0,	
22.612390518188,	0.0,	
22.523662567139,	0.0,	
22.498506546021,	0.0,	
22.64070892334,	0.0,	
22.775701522827,	0.0,	
22.675359725952,	0.0,	
22.686260223389,	0.0,	
22.743885040283,	0.0,	
22.830795288086,	0.0,	
22.715065002441,	0.0,	
22.719354629517,	0.0,	
22.855861663818,	0.0,	
